"","worker_id","accuracy","screener","complete_task","payment_accuracy_threshold","worker_id_found_on_MTurk","task_name","task_date","treatment_payrate","pay_or_not","repeater"
"543","AGFCVD0EZD7SU",0.82,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"544","A2ASSBVCEE5V1X",0.52,1,1,0.25,0,"order1","11/11/2017",0.55,0,NA
"545","AU5EQW2FNOXND",0.72,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"546","A15X0MSBZ74TFT",0.94,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"547","A5Z8N0EWH45YT",0.42,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"548","A1D9U1T1AT7VRD",0.7,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"549","A3FJE9AUW0O41D",0.9,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"550","A1U6A617Q95MTZ",0.98,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"551","A3O09OMETLLGPI",0.58,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"552","AFU00NU09CFXE",0.92,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"553","AKP8JDWC6AXQ9",0.92,1,1,0.25,0,"order1","11/11/2017",0.55,0,NA
"554","AE3830OQLJ6Q4",0.94,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"555","A23YQ8J1DNM084",0.6,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"556","A2LGSV2MKHWA49",0.92,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"557","A1MPJYJCUAOFOB",0.98,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"558","A1DNJ3C38BJ0MJ",0.8,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"559","A32W24TWSWXW",0.88,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"560","A1C5D5EN2GF41P",0.9,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"561","AFSB8WBSUU2B4",0.32,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"562","A1G34TESSXG1R8",0.86,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"563","AK1GE19RT3PK6",0.86,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"564","AJ31037VHIOG",0.8,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"565","A2UCRIYSGRP4B8",0.7,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"566","ABTS560AIV57B",0.32,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"567","A1V2C5IAJ6EJV8",0.74,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"568","A3NK3VPYRHZBW8",1,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"569","A3QNCW3LR2AVOV",0.9,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"570","A1Z0TPX5V41FBD",0.76,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"571","A30G98ZDOZMUVK",0.82,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"572","A1VOXATN1F6UAW",0.96,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"573","AHA28L276D6OX",0.9,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"574","A32QYANWMXW8EL",0.52,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"575","A3EXIUOGZVV132",0.98,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"576","A3O8SHIP1HVOYH",0.58,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"577","A2GUGOR4WJIZCP",0.72,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"578","A1BM57TUNAQIXM",0.8,1,1,0.25,1,"order1","11/11/2017",0.55,1,NA
"579","A2B3EQ7U5OBODP",0.6,1,1,0.25,0,"order1","11/11/2017",0.55,0,NA
"580","A1A3TGZ7DKJWRW",NA,NA,0,0.25,0,"order1","11/11/2017",0.55,0,NA
"581","A1KUW26JP1SB9",NA,NA,0,0.25,0,"order1","11/11/2017",0.55,0,NA
"582","A3OTQBCP6J12ED",NA,NA,0,0.25,1,"order1","11/11/2017",0.55,0,NA
"583","A22VGT2F28LTWC",NA,NA,0,0.25,0,"order1","11/11/2017",0.55,0,NA
"584","A28LJ6540DSBSQ",NA,NA,0,0.25,0,"order1","11/11/2017",0.55,0,NA
"585","AMY9EM1GA7VYP",NA,NA,0,0.25,0,"order1","11/11/2017",0.55,0,NA
"586","A110TF61JJR34O",NA,NA,0,0.25,0,"order1","11/11/2017",0.55,0,NA
"587","A1D3QRG52OISSR",NA,NA,0,0.25,0,"order1","11/11/2017",0.55,0,NA
"588","A2YTCI2P6QFY3B",NA,NA,0,0.25,0,"order1","11/11/2017",0.55,0,NA
"589","AHEJHFN0VV6E3",NA,NA,0,0.25,0,"order1","11/11/2017",0.55,0,NA
"590","ABVPW8753ZBJO",NA,NA,0,0.25,0,"order1","11/11/2017",0.55,0,NA
"591","A3JOXTHWYT9UMB",NA,NA,0,0.25,0,"order1","11/11/2017",0.55,0,NA
"592","A20ASMCESA51U4",NA,NA,0,0.25,0,"order1","11/11/2017",0.55,0,NA
"593","A1VIK1BH2ILB9Q",NA,NA,0,0.25,0,"order1","11/11/2017",0.55,0,NA
"594","A20E3U52YFBLHJ",0.76,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"595","A2WWYVKGZZXBOB",0.78,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"596","AGP3BS5J1HRJQ",0.84,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"597","A31V4ZWLBH6XMR",0.8,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"598","AM7WEDWU74ZRE",0.68,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"599","ANVBSQCIBWDO9",0.9,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"600","A2Y7BO0CROURI4",0.22,0,1,0.25,1,"order1","2017-11-12",0.4,0,0
"601","A1H9I9J7GPTD5Q",0.94,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"602","A22012GC5JSH0C",0.84,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"603","A2AXEFR820QPLQ",0.4,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"604","A2KZVP4SEEUJYL",0.5,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"605","A2LH2CAU6CXVW",0.84,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"606","A3DA81ZFKYYGFC",0.96,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"607","A38NSWGMUD8TBX",0.82,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"608","A1KQ3QBAF2B47Y",0.98,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"609","A2OAZPREKF6PQR",0.78,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"610","AZHXFE6BIUJNV",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"611","A4ACN0KN920QQ",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"612","AXR8QNGNBF1DU",0.94,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"613","A1HZXKVQSWNKRA",0.36,0,1,0.25,1,"order1","2017-11-12",0.4,0,0
"614","A25GRTMTMJFZPE",0.4,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"615","A1POX2X44TD8LM",0.16,0,1,0.25,1,"order1","2017-11-12",0.4,0,0
"616","A31RZ1CI8FXMZK",0.92,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"617","A22103611MDNAD",0.96,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"618","A22AESRVRWWDGQ",0.16,1,1,0.25,1,"order1","2017-11-12",0.4,0,0
"619","ASEW6NZHLI41K",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"620","A1ZLMSH2TS8HWH",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"621","A2S87DB4G8ZO4T",0.6,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"622","A2V8B6ISKK4N9P",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"623","A2CF5XSGAXA56F",0.28,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"624","A33M7EZ72P8TWF",0.1,0,1,0.25,1,"order1","2017-11-12",0.4,0,0
"625","A314XJY8V1YL12",0.94,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"626","A1Z6F6EIUJFC6T",0.74,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"627","ART2B51OIA2V3",0.82,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"628","A2VUGFYZSVEUM",0.24,1,1,0.25,1,"order1","2017-11-12",0.4,0,0
"629","A14F22QXIGMF1T",0.72,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"630","A2RQ372B95AVCO",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"631","A15HRBYM3REOEV",0.96,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"632","AEY67OL8UKB",0.18,0,1,0.25,1,"order1","2017-11-12",0.4,0,0
"633","A1AWCF14O30UY9",0.66,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"634","A1RK314J53UKIN",0.48,1,1,0.25,0,"order1","2017-11-12",0.4,0,0
"635","A3HJC6BU35CPE0",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"636","A2U0RSZ533K185",0.62,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"637","A307Q6GNALHCF3",0.76,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"638","A3IBSN7ICFKC28",0.98,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"639","AHFGWXN0A2PJM",0.8,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"640","A2U7BMG19Q83GE",0.92,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"641","A2C39KTRMOM1XZ",0.9,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"642","A1UPVYSYMIBKNH",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"643","A3A916PREHD83",0.92,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"644","A2KOXR5OXIFUIW",0.68,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"645","A1EKL6ZFBQG6C9",0.9,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"646","A1159EV0HX7QLZ",0.58,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"647","A1AYFPD1RFW8P5",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"648","A2D3TXA2QAVPXW",0.8,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"649","AKZD89B2WLSX7",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"650","A3MVQVS782U9SG",0.16,0,1,0.25,1,"order1","2017-11-12",0.4,0,0
"651","A1BW76PDMXR58I",0.78,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"652","A2P49IZLX57BEF",0.96,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"653","A2M9D02CIVECE3",0.92,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"654","A5I4Y0GXJM69D",0.22,1,1,0.25,1,"order1","2017-11-12",0.4,0,0
"655","AS9H8KU1EZ2NA",0.7,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"656","A3IW9WEMTWSIXZ",0.1,0,1,0.25,1,"order1","2017-11-12",0.4,0,0
"657","30P69OXL1SNMF",0.94,1,1,0.25,0,"order1","2017-11-12",0.4,0,0
"658","AXM7I4TKT8QW7",0.94,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"659","A3O1KWS96ORC1Q",0.94,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"660","AYZ85PU887QY1",0.68,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"661","A19OIKS5TWXCGS",0.3,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"662","A39EH9228GV09X",0.88,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"663","A2YT5JWINHOI2Y",0.96,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"664","AM4RUMMB8CE8L",0.96,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"665","AMD1LYNQAH3R8",0.68,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"666","A38PC570ZB9OWL",0.48,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"667","A3G9BVVZ14580D",0.96,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"668","A330JJZGJL7IG2",0.7,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"669","A2H7XFDAHUXHK6",0.96,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"670","AD21ES5UMD77U",0.98,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"671","A3PB0KSWXYUEAY",0.14,0,1,0.25,1,"order1","2017-11-12",0.4,0,0
"672","A22J1U3RTB7TG4",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"673","A2MAGMY4JMDD3V",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"674","AXLMOFXKXSU0B",0.98,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"675","A1R1X2YAR5DQ39",0.26,0,1,0.25,0,"order1","2017-11-12",0.4,0,0
"676","ALDSIOBRWMZSI",0.78,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"677","A79MQ723GXU6M",0.92,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"678","A1OP238L5ZBHZV",0.94,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"679","AHHT685YY2WOC",0.58,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"680","A2G3G60TB7HCJE",0.82,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"681","A3FPX5HIFBDJYX",0.48,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"682","A2IPO6UJZDIQ91",0.74,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"683","ALVNLAB9WP9I4",0.92,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"684","A1LM0Y5RK0S3TM",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"685","A1DUPOUC9RNU4L",0.74,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"686","A5BEH1IONAYMB",0.98,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"687","A29X1A8AF3TUQP",0.26,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"688","A2EELTS09HUTSF",0.36,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"689","a1wmognu4ffqy8",0.88,1,1,0.25,0,"order1","2017-11-12",0.4,0,0
"690","A1EGURYLHYQKD7",0.86,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"691","A2FBJV1VAI9SQ6",0.72,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"692","A2HBEHEUR3ER78",0.88,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"693","A29JFLUX9FM3OK",0.44,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"694","A30J4IZCMCR31F",0.7,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"695","A1BLQCLUALGX78",0.76,1,1,0.25,1,"order1","2017-11-12",0.4,1,0
"696","A3IP6UCY1JIIHV",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"697","A37KREDYGDTP4U",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"698","A31MUX0WVEC6XU",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"699","A3OXSIR9YH1FT6",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"700","AE3CVK2OYA242",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"701","AGDJB8B8CDZ71",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"702","A1QORHN15R6YN",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"703","A3FOZW3TFS6KMN",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"704","AP43EYS9D1Z9E",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"705","A2F0X4LN9N4O4C",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"706","A36XTKYLP4IRDN",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"707","A39V6GZEHSLZLF",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"708","A88IDP4W0BJ7P",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"709","ACH337Q8X1SOI",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"710","A1YBJN6WT3X8B5",NA,NA,0,0.25,0,"order1","2017-11-12",0.4,0,0
"711","A2RWG1BDW949U1",0.62,0,1,0.25,1,"order1","11/12/2017",0.25,0,0
"712","A2Z596CRYWL6XC",0.96,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"713","A1EN9IMH5K6QQ6",0.32,0,1,0.25,1,"order1","11/12/2017",0.25,0,0
"714","AUQ6VQAPVMVJ7",0.16,0,1,0.25,1,"order1","11/12/2017",0.25,0,0
"715","AKU8W6XB2OWVZ",0.62,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"716","A3FCBF2TVA1YXT",0.86,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"717","A2JI7RGC80105T",0.26,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"718","A2XZPWQ4LY808R",0.9,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"719","A22A0A73TE6P9E",0.74,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"720","AZBZBTTME3HAI",0.92,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"721","A3GS62VVADHTO7",0.96,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"722","A22RQ0UTH584BZ",0.7,1,1,0.25,0,"order1","11/12/2017",0.25,0,0
"723","ANN162CY5IAGN",0.84,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"724","A369K7I5SXBPNC",0.98,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"725","A1REYZC48NXSD8",0.9,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"726","A1BF7HX8R2HZ56",0.96,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"727","A1T8EFHGSEE3RD",0.76,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"728","AM5CFEE9TX19X",0.72,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"729","A1NSWJKFJIZ06J",0.78,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"730","AA90P0SNOQZJZ",0.72,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"731","A59VBWN2OQJYE",0.76,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"732","AH6Y23NSDW7QZ",0.96,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"733","A1B7ST6P0OAV18",0.84,1,1,0.25,0,"order1","11/12/2017",0.25,0,0
"734","AP43EYS9D1Z9E",0.76,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"735","AVCAQD8CI21W9",0.46,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"736","A1JCQ3A0NNNIF5",0.12,0,1,0.25,1,"order1","11/12/2017",0.25,0,0
"737","A1XC5OV00MECKQ",0.84,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"738","AM4XMBBP5RX3V",0.72,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"739","AF18OIZ0GWGP2",0.96,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"740","A2WOZPIFGD3RDK",0.96,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"741","ASLGHXA4453BQ",0.9,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"742","ASWRCA8J5G771",0.9,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"743","A74FLL2AIG261",0.88,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"744","AQOS64ELJWA62",0.9,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"745","A1UH47OTAH2RT9",0.26,0,1,0.25,1,"order1","11/12/2017",0.25,0,0
"746","A303MN1VOKQG5I",0.24,1,1,0.25,1,"order1","11/12/2017",0.25,0,0
"747","A3PUS6DS64BDGI",0.26,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"748","A1SBFOZG5J97Z1",0.64,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"749","A2XUGLS5WG70B6",0.68,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"750","AJ32V2I6J9PET",0.18,0,1,0.25,1,"order1","11/12/2017",0.25,0,0
"751","A5LYLHG880ABE",0.66,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"752","A3GVKB5XT6G8M4",0.16,0,1,0.25,1,"order1","11/12/2017",0.25,0,0
"753","A26UJELT0E2A4E",0.96,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"754","$0.25",0.52,1,1,0.25,0,"order1","11/12/2017",0.25,0,0
"755","A3C3RLZKKHH1FC",0.82,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"756","A28A3HF3LSEIDT",0.82,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"757","A219VCQZADQ45W",0.88,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"758","A14ZR0O5JVJ5A0",0.86,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"759","ANKRUP6HERP5W",0.1,1,1,0.25,1,"order1","11/12/2017",0.25,0,0
"760","A345RMXKPKS5AD",0.84,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"761","A20TKPCBXIP8BJ",0.94,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"762","A3351QPDBR87VZ",0.82,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"763","A123WW0GJQ6EQM",0.78,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"764","A19L7TOV6IAQBV",0.82,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"765","A1K0NCFPCVOQ2W",0.26,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"766","A3DFCGAXJHV1P9",0.4,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"767","A1RDLSKQXO1HX6",0.76,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"768","A39GP79ULCP9J2",0.92,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"769","A3PDTUA1YLJTMC",0.44,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"770","A10443E11ZWEHJ",0.82,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"771","AU7VI56ZFMYCW",0.98,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"772","A2U8QOJRKUCTWG",0.8,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"773","A35YNJUMW7VTM7",0.88,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"774","A2474XJDNDK1A0",0.94,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"775","A12Q6033OGVFCZ",0.54,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"776","A3OD4SK1S52QVT",0.08,0,1,0.25,1,"order1","11/12/2017",0.25,0,0
"777","A2NGQVFMEXXA7G",0.92,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"778","AGIAB7LSTJWI8",0.44,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"779","A25F6WT9CIM0Z5",0.1,0,1,0.25,1,"order1","11/12/2017",0.25,0,0
"780","A19CYG3BHEAXOK",0.94,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"781","A4IX0UUC3A3GY",0.8,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"782","A3ICIAX4XIZCQF",0.64,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"783","A2UFHATEG76AO5",0.8,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"784","A1VF6C9ZSW2K22",0.92,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"785","A18CJV98RSI454",0.72,0,1,0.25,0,"order1","11/12/2017",0.25,0,0
"786","A321CMGDXWPTA3",0.8,1,1,0.25,0,"order1","11/12/2017",0.25,0,0
"787","A2DABB2TUS8ZDH",0.98,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"788","A272A0JGRTBFCR",0.74,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"789","A2PF5MNLSCVO8A",0.82,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"790","A2VI9FFULI58OZ",0.74,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"791","AS3NVQVA4OC91",0.96,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"792","A2IANOAEZEIN96",0.26,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"793","A27B0BV6MNTEPZ",0.92,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"794","A3PTO0DMF57GDG",0.54,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"795","ABREDVJ6LQDOF",0.66,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"796","A3KPHLHEGCOLBI",0.62,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"797","A29X5S2VA01LJH",0.54,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"798","ABKFR0Y6P7NKM",0.92,1,1,0.25,0,"order1","11/12/2017",0.25,0,0
"799","AEV6NCFNFZERX",0.98,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"800","A21B78D7E5N17N",0.94,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"801","A2A4S9LCF1R181",0.88,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"802","A1R37XA9QPSIAN",0.8,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"803","A1V0L5FYLMAHTG",0.82,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"804","AHS25EUBSVR17",0.7,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"805","AI01TBF4CXKXI",0.42,1,1,0.25,0,"order1","11/12/2017",0.25,0,0
"806","A1BTZRP5VVYGCC",0.18,0,1,0.25,1,"order1","11/12/2017",0.25,0,0
"807","ACH337Q8X1SOI",0.14,0,1,0.25,1,"order1","11/12/2017",0.25,0,0
"808","A3IQ7EGSSQF1AA",0.78,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"809","A3UCP8QT39UC3",0.92,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"810","A247XBBD0X6O8S",0.82,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"811","A1B1QF55I0BUXT",0.74,1,1,0.25,1,"order1","11/12/2017",0.25,1,0
"812","A343X541HJ54G",0.58,0,1,0.25,0,"order1","11/12/2017",0.25,0,0
"813","A2WQIIG1FS2Q6R",0.7,1,1,0.25,0,"order1","11/12/2017",0.25,0,0
"814","A2XVL0RNQMWI17",0.54,1,1,0.25,0,"order1","11/12/2017",0.25,0,0
"815","A2622OUSQNVDEK",0.88,1,1,0.25,0,"order1","11/12/2017",0.25,0,0
"816","A30KYQGABO7JER",NA,NA,0,0.25,0,"order1","11/12/2017",0.25,0,0
"817","ARJ8XLYXTWNE",NA,NA,0,0.25,0,"order1","11/12/2017",0.25,0,0
"818","A3IR7DFEKLLLO",NA,NA,0,0.25,0,"order1","11/12/2017",0.25,0,0
"819","A2IE8K871N2FRB",NA,NA,0,0.25,0,"order1","11/12/2017",0.25,0,0
"820","A88IDP4W0BJ7P",NA,NA,0,0.25,0,"order1","11/12/2017",0.25,0,0
